classification_prompt,genre
"Tell me about the movie Black Hawk Down released in 2001. It is directed by Ridley Scott and stars Josh Hartnett, duration of movie is 144.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie A Beautiful Mind released in 2001. It is directed by Ron Howard and stars Russell Crowe, duration of movie is 135.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie The Mummy Returns released in 2001. It is directed by Stephen Sommers and stars Brendan Fraser, duration of movie is 130.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Pearl Harbor released in 2001. It is directed by Michael Bay and stars Ben Affleck, duration of movie is 183.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Royal Tenenbaums released in 2001. It is directed by Wes Anderson and stars Gene Hackman, duration of movie is 110.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Amélie released in 2001. It is directed by Jean-Pierre Jeunet and stars Audrey Tautou, duration of movie is 122.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Training Day released in 2001. It is directed by Antoine Fuqua and stars Denzel Washington, duration of movie is 122.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie A.I. Artificial Intelligence released in 2001. It is directed by Steven Spielberg and stars Haley Joel Osment, duration of movie is 146.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Ghost World released in 2001. It is directed by Terry Zwigoff and stars Steve Buscemi, duration of movie is 111.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Super Troopers released in 2001. It is directed by Jay Chandrasekhar and stars Jay Chandrasekhar, duration of movie is 100.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie A Knight's Tale released in 2001. It is directed by Brian Helgeland and stars Heath Ledger, duration of movie is 132.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Blow released in 2001. It is directed by Ted Demme and stars Johnny Depp, duration of movie is 124.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Hannibal released in 2001. It is directed by Ridley Scott and stars Anthony Hopkins, duration of movie is 131.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie The Princess Diaries released in 2001. It is directed by Garry Marshall and stars Julie Andrews, duration of movie is 111.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Moulin Rouge! released in 2001. It is directed by Baz Luhrmann and stars Nicole Kidman, duration of movie is 127.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Vanilla Sky released in 2001. It is directed by Cameron Crowe and stars Tom Cruise, duration of movie is 136.0 minutes. What is Genre of this movie?",Fantasy
"Tell me about the movie Thir13en Ghosts released in 2001. It is directed by Steve Beck and stars Tony Shalhoub, duration of movie is 91.0 minutes. What is Genre of this movie?",Fantasy
"Tell me about the movie Planet of the Apes released in 2001. It is directed by Tim Burton and stars Mark Wahlberg, duration of movie is 119.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Others released in 2001. It is directed by Alejandro Amenábar and stars Nicole Kidman, duration of movie is 104.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Joe Dirt released in 2001. It is directed by Dennie Gordon and stars David Spade, duration of movie is 91.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Atlantis: The Lost Empire released in 2001. It is directed by Gary Trousdale and stars Michael J. Fox, duration of movie is 95.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Rat Race released in 2001. It is directed by Jerry Zucker and stars Breckin Meyer, duration of movie is 112.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Summer Catch released in 2001. It is directed by Michael Tollin and stars Freddie Prinze Jr., duration of movie is 104.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Wet Hot American Summer released in 2001. It is directed by David Wain and stars Janeane Garofalo, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Shallow Hal released in 2001. It is directed by Bobby Farrelly and stars Jack Black, duration of movie is 114.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Zoolander released in 2001. It is directed by Ben Stiller and stars Ben Stiller, duration of movie is 90.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Jurassic Park III released in 2001. It is directed by Joe Johnston and stars Sam Neill, duration of movie is 92.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Enemy at the Gates released in 2001. It is directed by Jean-Jacques Annaud and stars Jude Law, duration of movie is 131.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Gosford Park released in 2001. It is directed by Robert Altman and stars Maggie Smith, duration of movie is 131.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Swordfish released in 2001. It is directed by Dominic Sena and stars John Travolta, duration of movie is 99.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Jeepers Creepers released in 2001. It is directed by Victor Salva and stars Gina Philips, duration of movie is 90.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Sex and Lucía released in 2001. It is directed by Julio Medem and stars Paz Vega, duration of movie is 128.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Hardball released in 2001. It is directed by Brian Robbins and stars Keanu Reeves, duration of movie is 106.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Evolution released in 2001. It is directed by Ivan Reitman and stars David Duchovny, duration of movie is 101.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Original Sin released in 2001. It is directed by Michael Cristofer and stars Antonio Banderas, duration of movie is 116.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Monster's Ball released in 2001. It is directed by Marc Forster and stars Billy Bob Thornton, duration of movie is 111.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Spy Kids released in 2001. It is directed by Robert Rodriguez and stars Alexa PenaVega, duration of movie is 88.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Behind Enemy Lines released in 2001. It is directed by John Moore and stars Gene Hackman, duration of movie is 106.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Intimacy released in 2001. It is directed by Patrice Chéreau and stars Mark Rylance, duration of movie is 119.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Bully released in 2001. It is directed by Larry Clark and stars Brad Renfro, duration of movie is 108.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Bridget Jones's Diary released in 2001. It is directed by Sharon Maguire and stars Renée Zellweger, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie I Am Sam released in 2001. It is directed by Jessie Nelson and stars Sean Penn, duration of movie is 132.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Last Castle released in 2001. It is directed by Rod Lurie and stars Robert Redford, duration of movie is 131.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Piano Teacher released in 2001. It is directed by Michael Haneke and stars Isabelle Huppert, duration of movie is 131.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Spy Game released in 2001. It is directed by Tony Scott and stars Robert Redford, duration of movie is 126.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Lara Croft: Tomb Raider released in 2001. It is directed by Simon West and stars Angelina Jolie, duration of movie is 100.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie American Pie 2 released in 2001. It is directed by J.B. Rogers and stars Jason Biggs, duration of movie is 108.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Frailty released in 2001. It is directed by Bill Paxton and stars Bill Paxton, duration of movie is 100.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Along Came a Spider released in 2001. It is directed by Lee Tamahori and stars Morgan Freeman, duration of movie is 104.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Rush Hour 2 released in 2001. It is directed by Brett Ratner and stars Jackie Chan, duration of movie is 90.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Save the Last Dance released in 2001. It is directed by Thomas Carter and stars Julia Stiles, duration of movie is 112.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Domestic Disturbance released in 2001. It is directed by Harold Becker and stars John Travolta, duration of movie is 89.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Riding in Cars with Boys released in 2001. It is directed by Penny Marshall and stars Drew Barrymore, duration of movie is 132.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie The Animal released in 2001. It is directed by Luke Greenfield and stars Rob Schneider, duration of movie is 84.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie How High released in 2001. It is directed by Jesse Dylan and stars Method Man, duration of movie is 93.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Joy Ride released in 2001. It is directed by John Dahl and stars Steve Zahn, duration of movie is 97.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie 3000 Miles to Graceland released in 2001. It is directed by Demian Lichtenstein and stars Kurt Russell, duration of movie is 125.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Score released in 2001. It is directed by Frank Oz and stars Robert De Niro, duration of movie is 124.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Jason X released in 2001. It is directed by James Isaac and stars Kane Hodder, duration of movie is 92.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Jay and Silent Bob Strike Back released in 2001. It is directed by Kevin Smith and stars Jason Mewes, duration of movie is 104.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Mexican released in 2001. It is directed by Gore Verbinski and stars Brad Pitt, duration of movie is 123.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie From Hell released in 2001. It is directed by Albert Hughes and stars Johnny Depp, duration of movie is 122.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Crocodile Dundee in Los Angeles released in 2001. It is directed by Simon Wincer and stars Paul Hogan, duration of movie is 95.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Heist released in 2001. It is directed by David Mamet and stars Gene Hackman, duration of movie is 109.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Serendipity released in 2001. It is directed by Peter Chelsom and stars John Cusack, duration of movie is 90.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Brotherhood of the Wolf released in 2001. It is directed by Christophe Gans and stars Samuel Le Bihan, duration of movie is 142.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Pledge released in 2001. It is directed by Sean Penn and stars Jack Nicholson, duration of movie is 124.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie American Outlaws released in 2001. It is directed by Les Mayfield and stars Colin Farrell, duration of movie is 94.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Ghosts of Mars released in 2001. It is directed by John Carpenter and stars Natasha Henstridge, duration of movie is 98.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Man Who Wasn't There released in 2001. It is directed by Joel Coen and stars Billy Bob Thornton, duration of movie is 116.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Rock Star released in 2001. It is directed by Stephen Herek and stars Mark Wahlberg, duration of movie is 105.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Osmosis Jones released in 2001. It is directed by Bobby Farrelly and stars Laurence Fishburne, duration of movie is 95.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Fat Girl released in 2001. It is directed by Catherine Breillat and stars Anaïs Reboux, duration of movie is 86.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Saving Silverman released in 2001. It is directed by Dennis Dugan and stars Jason Biggs, duration of movie is 90.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Glass House released in 2001. It is directed by Daniel Sackheim and stars Diane Lane, duration of movie is 106.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie The Wedding Planner released in 2001. It is directed by Adam Shankman and stars Jennifer Lopez, duration of movie is 103.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Heartbreakers released in 2001. It is directed by David Mirkin and stars Sigourney Weaver, duration of movie is 123.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Session 9 released in 2001. It is directed by Brad Anderson and stars David Caruso, duration of movie is 97.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Out Cold released in 2001. It is directed by Brendan Malloy and stars Flex Alexander, duration of movie is 89.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Hedwig and the Angry Inch released in 2001. It is directed by John Cameron Mitchell and stars John Cameron Mitchell, duration of movie is 95.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Baby Boy released in 2001. It is directed by John Singleton and stars Alexsandra Wright, duration of movie is 130.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie K-PAX released in 2001. It is directed by Iain Softley and stars Kevin Spacey, duration of movie is 120.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Freddy Got Fingered released in 2001. It is directed by Tom Green and stars Tom Green, duration of movie is 87.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Pulse released in 2001. It is directed by Kiyoshi Kurosawa and stars Haruhiko Katô, duration of movie is 119.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Sweet November released in 2001. It is directed by Pat O'Connor and stars Keanu Reeves, duration of movie is 119.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Kate & Leopold released in 2001. It is directed by James Mangold and stars Meg Ryan, duration of movie is 118.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Don't Say a Word released in 2001. It is directed by Gary Fleder and stars Michael Douglas, duration of movie is 113.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Ali released in 2001. It is directed by Michael Mann and stars Will Smith, duration of movie is 157.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Life as a House released in 2001. It is directed by Irwin Winkler and stars Hayden Christensen, duration of movie is 125.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Ichi the Killer released in 2001. It is directed by Takashi Miike and stars Tadanobu Asano, duration of movie is 129.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Tomcats released in 2001. It is directed by Gregory Poirier and stars Shannon Elizabeth, duration of movie is 95.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Bandits released in 2001. It is directed by Barry Levinson and stars Bruce Willis, duration of movie is 123.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Monkeybone released in 2001. It is directed by Henry Selick and stars Brendan Fraser, duration of movie is 93.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie In the Bedroom released in 2001. It is directed by Todd Field and stars Tom Wilkinson, duration of movie is 131.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Pootie Tang released in 2001. It is directed by Louis C.K. and stars Chris Rock, duration of movie is 81.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Waking Life released in 2001. It is directed by Richard Linklater and stars Ethan Hawke, duration of movie is 99.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Bubble Boy released in 2001. It is directed by Blair Hayes and stars Jake Gyllenhaal, duration of movie is 84.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Josie and the Pussycats released in 2001. It is directed by Harry Elfont and stars Rachael Leigh Cook, duration of movie is 98.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Devil's Backbone released in 2001. It is directed by Guillermo del Toro and stars Marisa Paredes, duration of movie is 106.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Shaolin Soccer released in 2001. It is directed by Stephen Chow and stars Stephen Chow, duration of movie is 87.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Jimmy Neutron: Boy Genius released in 2001. It is directed by John A. Davis and stars Debi Derryberry, duration of movie is 82.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Driven released in 2001. It is directed by Renny Harlin and stars Sylvester Stallone, duration of movie is 116.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Get Over It released in 2001. It is directed by Tommy O'Haver and stars Kirsten Dunst, duration of movie is 87.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Cowboy Bebop: The Movie released in 2001. It is directed by Directors and stars Beau Billingslea, duration of movie is 115.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie An American Rhapsody released in 2001. It is directed by Éva Gárdos and stars Nastassja Kinski, duration of movie is 106.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Exit Wounds released in 2001. It is directed by Andrzej Bartkowiak and stars Steven Seagal, duration of movie is 101.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Manic released in 2001. It is directed by Jordan Melamed and stars Joseph Gordon-Levitt, duration of movie is 100.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Lagaan: Once Upon a Time in India released in 2001. It is directed by Ashutosh Gowariker and stars Aamir Khan, duration of movie is 224.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Majestic released in 2001. It is directed by Frank Darabont and stars Jim Carrey, duration of movie is 152.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Valentine released in 2001. It is directed by Jamie Blanks and stars Denise Richards, duration of movie is 96.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Final Fantasy: The Spirits Within released in 2001. It is directed by Hironobu Sakaguchi and stars Alec Baldwin, duration of movie is 106.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie The One released in 2001. It is directed by James Wong and stars Jet Li, duration of movie is 87.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Lost and Delirious released in 2001. It is directed by Léa Pool and stars Piper Perabo, duration of movie is 103.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Sugar & Spice released in 2001. It is directed by Francine McDougall and stars Marla Sokoloff, duration of movie is 81.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Cats & Dogs released in 2001. It is directed by Lawrence Guterman and stars Alec Baldwin, duration of movie is 87.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Hearts in Atlantis released in 2001. It is directed by Scott Hicks and stars Anthony Hopkins, duration of movie is 101.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie America's Sweethearts released in 2001. It is directed by Joe Roth and stars Julia Roberts, duration of movie is 102.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Kiss of the Dragon released in 2001. It is directed by Chris Nahon and stars Jet Li, duration of movie is 98.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Captain Corelli's Mandolin released in 2001. It is directed by John Madden and stars Nicolas Cage, duration of movie is 131.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Believer released in 2001. It is directed by Henry Bean and stars Ryan Gosling, duration of movie is 98.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Dil Chahta Hai released in 2001. It is directed by Farhan Akhtar and stars Aamir Khan, duration of movie is 183.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Someone Like You released in 2001. It is directed by Tony Goldwyn and stars Ashley Judd, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Mean Machine released in 2001. It is directed by Barry Skolnick and stars Vinnie Jones, duration of movie is 99.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Enigma released in 2001. It is directed by Michael Apted and stars Dougray Scott, duration of movie is 119.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Experiment released in 2001. It is directed by Oliver Hirschbiegel and stars Moritz Bleibtreu, duration of movie is 120.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Millennium Actress released in 2001. It is directed by Satoshi Kon and stars Miyoko Shôji, duration of movie is 87.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie The Tailor of Panama released in 2001. It is directed by John Boorman and stars Pierce Brosnan, duration of movie is 109.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Formula 51 released in 2001. It is directed by Ronny Yu and stars Samuel L. Jackson, duration of movie is 93.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie 15 Minutes released in 2001. It is directed by John Herzfeld and stars Robert De Niro, duration of movie is 120.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Iris released in 2001. It is directed by Richard Eyre and stars Judi Dench, duration of movie is 91.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Nowhere in Africa released in 2001. It is directed by Caroline Link and stars Juliane Köhler, duration of movie is 141.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Crazy/Beautiful released in 2001. It is directed by John Stockwell and stars Kirsten Dunst, duration of movie is 99.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Angel Eyes released in 2001. It is directed by Luis Mandoki and stars Jennifer Lopez, duration of movie is 102.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie No Man's Land released in 2001. It is directed by Danis Tanovic and stars Branko Djuric, duration of movie is 98.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Kabhi Khushi Kabhie Gham... released in 2001. It is directed by Karan Johar and stars Shah Rukh Khan, duration of movie is 210.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Buffalo Soldiers released in 2001. It is directed by Gregor Jordan and stars Joaquin Phoenix, duration of movie is 98.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Anniversary Party released in 2001. It is directed by Alan Cumming and stars Alan Cumming, duration of movie is 115.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Blow Dry released in 2001. It is directed by Paddy Breathnach and stars Alan Rickman, duration of movie is 94.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Musketeer released in 2001. It is directed by Peter Hyams and stars Justin Chambers, duration of movie is 104.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie O released in 2001. It is directed by Tim Blake Nelson and stars Mekhi Phifer, duration of movie is 95.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Birthday Girl released in 2001. It is directed by Jez Butterworth and stars Nicole Kidman, duration of movie is 93.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Human Nature released in 2001. It is directed by Michel Gondry and stars Tim Robbins, duration of movie is 96.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Made released in 2001. It is directed by Jon Favreau and stars Vince Vaughn, duration of movie is 95.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie One Night at McCool's released in 2001. It is directed by Harald Zwart and stars Liv Tyler, duration of movie is 93.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Dr. Dolittle 2 released in 2001. It is directed by Steve Carr and stars Eddie Murphy, duration of movie is 87.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Trouble Every Day released in 2001. It is directed by Claire Denis and stars Vincent Gallo, duration of movie is 101.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Max Keeble's Big Move released in 2001. It is directed by Tim Hill and stars Alex D. Linz, duration of movie is 86.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Center of the World released in 2001. It is directed by Wayne Wang and stars Shane Edelman, duration of movie is 88.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Wasabi released in 2001. It is directed by Gérard Krawczyk and stars Jean Reno, duration of movie is 94.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Soul Survivors released in 2001. It is directed by Stephen Carpenter and stars Melissa Sagemiller, duration of movie is 84.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Black Knight released in 2001. It is directed by Gil Junger and stars Martin Lawrence, duration of movie is 95.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie The Shipping News released in 2001. It is directed by Lasse Hallström and stars Kevin Spacey, duration of movie is 111.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Deep End released in 2001. It is directed by Scott McGehee and stars Tilda Swinton, duration of movie is 101.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie The Son's Room released in 2001. It is directed by Nanni Moretti and stars Nanni Moretti, duration of movie is 99.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Kissing Jessica Stein released in 2001. It is directed by Charles Herman-Wurmfeld and stars Jennifer Westfeldt, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Antitrust released in 2001. It is directed by Peter Howitt and stars Ryan Phillippe, duration of movie is 108.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Just Visiting released in 2001. It is directed by Jean-Marie Poiré and stars Jean Reno, duration of movie is 88.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Knockaround Guys released in 2001. It is directed by Brian Koppelman and stars Jennifer Baxter, duration of movie is 92.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Monsoon Wedding released in 2001. It is directed by Mira Nair and stars Naseeruddin Shah, duration of movie is 114.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Lantana released in 2001. It is directed by Ray Lawrence and stars Anthony LaPaglia, duration of movie is 121.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie L.I.E. released in 2001. It is directed by Michael Cuesta and stars Brian Cox, duration of movie is 97.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie The Wash released in 2001. It is directed by DJ Pooh and stars Dr. Dre, duration of movie is 93.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Bones released in 2001. It is directed by Ernest R. Dickerson and stars Snoop Dogg, duration of movie is 96.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Say It Isn't So released in 2001. It is directed by J.B. Rogers and stars Chris Klein, duration of movie is 95.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Texas Rangers released in 2001. It is directed by Steve Miner and stars James Van Der Beek, duration of movie is 90.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie What's the Worst That Could Happen? released in 2001. It is directed by Sam Weisman and stars Martin Lawrence, duration of movie is 94.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Head Over Heels released in 2001. It is directed by Mark Waters and stars Monica Potter, duration of movie is 86.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Glitter released in 2001. It is directed by Vondie Curtis-Hall and stars Mariah Carey, duration of movie is 104.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Down to Earth released in 2001. It is directed by Chris Weitz and stars Chris Rock, duration of movie is 87.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Tape released in 2001. It is directed by Richard Linklater and stars Ethan Hawke, duration of movie is 86.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie See Spot Run released in 2001. It is directed by John Whitesell and stars David Arquette, duration of movie is 94.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Two Can Play That Game released in 2001. It is directed by Mark Brown and stars Vivica A. Fox, duration of movie is 90.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Impostor released in 2001. It is directed by Gary Fleder and stars Shane Brolly, duration of movie is 95.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Storytelling released in 2001. It is directed by Todd Solondz and stars Selma Blair, duration of movie is 87.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Metropolis released in 2001. It is directed by Rintaro and stars Toshio Furukawa, duration of movie is 108.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Scotland, Pa. released in 2001. It is directed by Billy Morrissette and stars James Le Gros, duration of movie is 104.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Tortilla Soup released in 2001. It is directed by Maria Ripoll and stars Hector Elizondo, duration of movie is 102.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Affair of the Necklace released in 2001. It is directed by Charles Shyer and stars Hilary Swank, duration of movie is 118.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Lovely & Amazing released in 2001. It is directed by Nicole Holofcener and stars Catherine Keener, duration of movie is 91.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie La Ciénaga released in 2001. It is directed by Lucrecia Martel and stars Mercedes Morán, duration of movie is 103.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Corky Romano released in 2001. It is directed by Rob Pritts and stars Chris Kattan, duration of movie is 86.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Read My Lips released in 2001. It is directed by Jacques Audiard and stars Vincent Cassel, duration of movie is 115.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Recess: School's Out released in 2001. It is directed by Chuck Sheetz and stars Andrew Lawrence, duration of movie is 82.0 minutes. What is Genre of this movie?",Animation
